,id_transcricao,data_reuniao,setor,porte_empresa,canal,produto_principal,transcricao,risco_de_churn,oportunidade_upsell,mencao_concorrente
948,T0949,2026-06-15 00:00:00,Indústria,Grande,Google Meet,BI,durante reuniao empresa setor industria porte grande responsavel projeto destacou utiliza principalmente modulo bi listadas pendencias proxima sprint alem disso avaliou contratar consultoria adicional acelerar implantacao ficou registrada necessidade revisar relatorios fiscais mensais time pediu acompanhamento quinzenal medir evolucao,0,1,0
949,T0950,2026-08-15 00:00:00,Serviços,Pequena,Teams,Analytics,durante reuniao empresa setor servicos porte pequena coordenador operacoes disse utiliza principalmente modulo analytics avaliando contratar modulo analytics alem disso relatou lentidao horarios pico ficou registrada necessidade revisar relatorios fiscais mensais partes alinharam retorno ate duas semanas,1,1,0
950,T0951,2026-08-13 00:00:00,Agronegócio,Média,Zoom,Analytics,durante reuniao empresa setor agronegocio porte media gestor comentou utiliza principalmente modulo analytics reuniao foco mapeamento processo atual alem disso informou confianca equipe sistema caiu ultimos meses equipe destacou importancia documentar bem processos internos proxima etapa sera consolidar requisitos priorizar entregas,1,0,0
951,T0952,2026-06-17 00:00:00,Serviços,Média,Zoom,BI,durante reuniao empresa setor servicos porte media analista financeiro pontuou utiliza principalmente modulo bi time revisou relatorios operacionais ultimo mes alem disso perguntou sobre possibilidade contratar modulo rh area negocio pediu alertas automaticos acompanhar desvios criticos proxima etapa sera consolidar requisitos priorizar entregas,0,1,0
952,T0953,2026-08-17 00:00:00,Distribuição,Grande,Zoom,Fluig,durante reuniao empresa setor distribuicao porte grande supervisor fiscal comentou utiliza principalmente modulo fluig revisao indicadores serao acompanhados alem disso equipe alinhou cronograma nova rodada testes lideranca quer evidencias quantitativas antes decidir expansao sugerida prova conceito validar aderencia,0,0,0
953,T0954,2026-06-12 00:00:00,Construção,Pequena,Presencial,Financeiro,durante reuniao empresa setor construcao porte pequena equipe comercial observou utiliza principalmente modulo financeiro listadas pendencias proxima sprint alem disso alinhamento sobre proximos marcos cronograma lideranca quer evidencias quantitativas antes decidir expansao decisao dependera percepcao valor proximas semanas,0,0,0
954,T0955,2026-05-28 00:00:00,Indústria,Grande,Google Meet,Financeiro,durante reuniao empresa setor industria porte grande diretora financeira explicou utiliza principalmente modulo financeiro equipe validou escopo projeto proxima fase alem disso cliente pediu documentacao tecnica complementar informou processo cotacao linx time pediu acompanhamento quinzenal medir evolucao,0,0,1
955,T0956,2026-06-21 00:00:00,Logística,Média,Teams,CRM,durante reuniao empresa setor logistica porte media gerente projetos pontuou utiliza principalmente modulo crm revisao indicadores serao acompanhados alem disso time revisou relatorios operacionais ultimo mes time tecnico reforcou importancia manter base dados atualizada sugerida prova conceito validar aderencia,0,0,0
956,T0957,2026-04-21 00:00:00,Varejo,Grande,Google Meet,Analytics,durante reuniao empresa setor varejo porte grande gerente rh informou utiliza principalmente modulo analytics relatou time cogita buscar alternativas mercado alem disso avaliou contratar consultoria adicional acelerar implantacao lideranca quer evidencias quantitativas antes decidir expansao time pediu acompanhamento quinzenal medir evolucao,1,1,0
957,T0958,2026-06-30 00:00:00,Agronegócio,Média,Presencial,Protheus,durante reuniao empresa setor agronegocio porte media lider operacoes declarou utiliza principalmente modulo protheus manifestou interesse expandir uso sistema outras unidades alem disso discutidos responsaveis prazos proximos passos time interno considera importante acelerar adocao usuarios finais partes alinharam retorno ate duas semanas,0,1,0
958,T0959,2026-04-25 00:00:00,Serviços,Pequena,Teams,Analytics,durante reuniao empresa setor servicos porte pequena supervisor fiscal comentou utiliza principalmente modulo analytics demonstrou abertura piloto dashboard gerencial alem disso declarou diretoria avalia suspender uso sistema area negocio pediu alertas automaticos acompanhar desvios criticos partes alinharam retorno ate duas semanas,1,0,0
959,T0960,2026-07-02 00:00:00,Saúde,Grande,Google Meet,Fiscal,durante reuniao empresa setor saude porte grande coordenador operacoes disse utiliza principalmente modulo fiscal listadas pendencias proxima sprint alem disso mencionou nivel servico abaixo combinado contrato informou processo cotacao linx ficou definido followup proxima quinzena,1,0,1
960,T0961,2026-05-16 00:00:00,Serviços,Média,Zoom,Fiscal,durante reuniao empresa setor servicos porte media gerente projetos pontuou utiliza principalmente modulo fiscal mencionou contrato perto vencimento previsao renovacao alem disso alinhamento sobre proximos marcos cronograma comentou recebeu cotacao senior sistemas condicoes atrativas proxima etapa sera consolidar requisitos priorizar entregas,1,0,1
961,T0962,2026-04-08 00:00:00,Agronegócio,Pequena,Teams,RH,durante reuniao empresa setor agronegocio porte pequena supervisor fiscal comentou utiliza principalmente modulo rh discutidos responsaveis prazos proximos passos alem disso validada necessidade treinamento usuarioschave existe expectativa ganho produtividade automacao fluxo aprovacao time pediu acompanhamento quinzenal medir evolucao,0,0,0
962,T0963,2026-07-04 00:00:00,Indústria,Grande,,Manufatura,durante reuniao empresa setor industria porte grande coordenador operacoes disse utiliza principalmente modulo manufatura feita retrospectiva entregas ultimo trimestre alem disso relatou time cogita buscar alternativas mercado cliente quer reduzir trabalho manual centralizar dados unica plataforma ficou definido followup proxima quinzena,1,0,0
963,T0964,2026-05-22 00:00:00,Logística,Pequena,Google Meet,Analytics,durante reuniao empresa setor logistica porte pequena head tecnologia ressaltou utiliza principalmente modulo analytics sinalizou possibilidade upgrade contrato alem disso equipe alinhou cronograma nova rodada testes ficou registrada necessidade revisar relatorios fiscais mensais ficou combinado retornar plano acao nova demonstracao,0,1,0
964,T0965,2026-07-28 00:00:00,Tecnologia,Grande,Zoom,RH,durante reuniao empresa setor tecnologia porte grande gerente projetos pontuou utiliza principalmente modulo rh feita retrospectiva entregas ultimo trimestre alem disso pediu proposta comercial modulo business intelligence revelou sankhya ofereceu desconto agressivo possivel migracao ficou definido followup proxima quinzena,0,1,1
965,T0966,2026-07-14 00:00:00,Tecnologia,Média,Presencial,Analytics,durante reuniao empresa setor tecnologia porte media lider operacoes declarou utiliza principalmente modulo analytics cliente pediu documentacao tecnica complementar alem disso afirmou ja perdeu produtividade causa falhas recentes equipe destacou importancia documentar bem processos internos cliente espera melhoria perceptivel antes ampliar escopo,1,0,0
966,T0967,2026-04-11 00:00:00,Logística,Média,,CRM,durante reuniao empresa setor logistica porte media analista ti afirmou utiliza principalmente modulo crm validada necessidade treinamento usuarioschave alem disso quer integrar crm erp ainda neste semestre lideranca quer evidencias quantitativas antes decidir expansao proxima etapa sera consolidar requisitos priorizar entregas,0,1,0
967,T0968,2026-06-02 00:00:00,Varejo,Pequena,Google Meet,Analytics,durante reuniao empresa setor varejo porte pequena gestor comentou utiliza principalmente modulo analytics registrou atraso recorrente fechamento financeiro alem disso revisao indicadores serao acompanhados revelou sankhya ofereceu desconto agressivo possivel migracao decisao dependera percepcao valor proximas semanas,1,0,1
968,T0969,2026-06-06 00:00:00,Agronegócio,Média,,Protheus,durante reuniao empresa setor agronegocio porte media lider operacoes declarou utiliza principalmente modulo protheus avaliando contratar modulo analytics alem disso demonstrou abertura piloto dashboard gerencial existe expectativa ganho produtividade automacao fluxo aprovacao ficou combinado retornar plano acao nova demonstracao,0,1,0
969,T0970,2026-05-11 00:00:00,Agronegócio,Grande,Google Meet,CRM,durante reuniao empresa setor agronegocio porte grande analista financeiro pontuou utiliza principalmente modulo crm revisao indicadores serao acompanhados alem disso apresentado status atual plano implantacao comentou recebeu cotacao senior sistemas condicoes atrativas sugerida prova conceito validar aderencia,0,0,1
970,T0971,2026-04-08 00:00:00,Distribuição,Grande,Google Meet,BI,durante reuniao empresa setor distribuicao porte grande supervisor fiscal comentou utiliza principalmente modulo bi mencionou risco cancelamento problema persistir alem disso perguntou sobre possibilidade contratar modulo rh time tecnico reforcou importancia manter base dados atualizada partes alinharam retorno ate duas semanas,1,1,0
971,T0972,2026-08-07 00:00:00,Logística,Grande,Google Meet,Manufatura,durante reuniao empresa setor logistica porte grande gerente projetos pontuou utiliza principalmente modulo manufatura apresentado status atual plano implantacao alem disso revisao indicadores serao acompanhados time tecnico reforcou importancia manter base dados atualizada ficou definido followup proxima quinzena,0,0,0
972,T0973,2026-06-27 00:00:00,Distribuição,Média,Teams,Financeiro,durante reuniao empresa setor distribuicao porte media cliente relatou utiliza principalmente modulo financeiro equipe validou escopo projeto proxima fase alem disso perguntou sobre possibilidade contratar modulo rh time interno considera importante acelerar adocao usuarios finais time pediu acompanhamento quinzenal medir evolucao,0,1,0
973,T0974,2026-08-13 00:00:00,Distribuição,Grande,Teams,Fluig,durante reuniao empresa setor distribuicao porte grande diretor ti ressaltou utiliza principalmente modulo fluig listadas pendencias proxima sprint alem disso reuniao foco mapeamento processo atual mencionou salesforce entrou contato oferecendo modulo crm proxima etapa sera consolidar requisitos priorizar entregas,0,0,1
974,T0975,2026-04-21 00:00:00,Indústria,Média,,Fiscal,durante reuniao empresa setor industria porte media gerente rh informou utiliza principalmente modulo fiscal cliente pediu documentacao tecnica complementar alem disso equipe alinhou cronograma nova rodada testes time interno considera importante acelerar adocao usuarios finais ficou combinado retornar plano acao nova demonstracao,0,0,0
975,T0976,2026-08-20 00:00:00,Construção,Pequena,Teams,Analytics,durante reuniao empresa setor construcao porte pequena head tecnologia ressaltou utiliza principalmente modulo analytics avaliando contratar modulo analytics alem disso discutidos responsaveis prazos proximos passos existe expectativa ganho produtividade automacao fluxo aprovacao ficou combinado retornar plano acao nova demonstracao,0,1,0
976,T0977,2026-08-16 00:00:00,Indústria,Média,Zoom,Financeiro,durante reuniao empresa setor industria porte media time atendimento apontou utiliza principalmente modulo financeiro revisao indicadores serao acompanhados alem disso validada necessidade treinamento usuarioschave ficou registrada necessidade revisar relatorios fiscais mensais ficou combinado retornar plano acao nova demonstracao diretoria pediu visao consolidada indicadores especialmente receita margem inadimplencia,0,0,0
977,T0978,2026-07-20 00:00:00,Saúde,Grande,Presencial,Financeiro,durante reuniao empresa setor saude porte grande supervisor fiscal comentou utiliza principalmente modulo financeiro perguntou sobre condicoes adicionar modulo fiscal contrato atual alem disso reuniao foco mapeamento processo atual informou processo cotacao linx decisao dependera percepcao valor proximas semanas,0,1,1
